PROT1	PROT2	RANK_MAJOR	RANK_MINOR	TYPE	PDB_ID	BIO_UNIT	CHAIN1	MODEL1	SEQ_IDENT1	COVERAGE1	SEQ_BEGIN1	SEQ_END1	DOMAIN1	CHAIN2	MODEL2	SEQ_IDENT2	COVERAGE2	SEQ_BEGIN2	SEQ_END2	DOMAIN2	FILENAME
Q86VN1	Q9BRG1	1	0	Structure	3cuq	1	B	0	95.3	55.4	172	385	-	C	0	100.0	98.3	4	176	-	Q86VN1-Q9BRG1-EXP-3cuq.pdb1-B-0-C-0.pdb
Q86VP1	Q86VP1	1	0	Structure	4nlh	1	B	0	100.0	13.9	15	124	-	A	0	98.2	14.3	12	124	-	Q86VP1-Q86VP1-EXP-4nlh.pdb1-B-0-A-0.pdb
Q86VP1	Q9BXW4	1	0	Model	3vvw	1	A	0	48.3	15.0	15	132	-	B	0	100.0	77.6	13	126	-	Q86VP1-Q9BXW4-MDL-3vvw.pdb1-A-0-B-0.pdb
Q86VP1	Q9GZQ8	1	0	Model	3vvw	1	A	0	48.3	15.0	15	132	-	B	0	56.1	91.2	7	120	-	Q86VP1-Q9GZQ8-MDL-3vvw.pdb1-A-0-B-0.pdb
Q86VP1	Q9H6S1	1	0	Structure	5z7g	1	A	0	100.0	13.9	12	121	-	C	0	100.0	11.0	33	75	-	Q86VP1-Q9H6S1-EXP-5z7g.pdb1-A-0-C-0.pdb
Q86VS8	Q86VS8	1	0	Structure	5j8e	3	B	0	100.0	21.3	6	158	-	A	0	100.0	20.9	9	158	-	Q86VS8-Q86VS8-EXP-5j8e.pdb3-B-0-A-0.pdb
Q86VS8	Q96ED9	1	0	Model	5j8e	3	B	0	100.0	21.3	6	158	-	A	0	56.7	20.9	5	154	-	Q86VS8-Q96ED9-MDL-5j8e.pdb3-B-0-A-0.pdb
Q86VS8	Q9UJC3	1	0	Model	5j8e	3	B	0	100.0	21.3	6	158	-	A	0	67.3	20.2	14	160	-	Q86VS8-Q9UJC3-MDL-5j8e.pdb3-B-0-A-0.pdb
Q86VS8	Q9Y6G9	1	0	Structure	6b9h	1	A	0	100.0	21.0	10	160	-	B	0	100.0	2.7	441	454	-	Q86VS8-Q9Y6G9-EXP-6b9h.pdb1-A-0-B-0.pdb
Q86VU5	Q86VU5	1	0	Structure	2avd	1	B	0	100.0	83.6	44	262	-	A	0	100.0	83.6	44	262	-	Q86VU5-Q86VU5-EXP-2avd.pdb1-B-0-A-0.pdb
Q86W11	Q969J2	1	0	Model	4e6s	1	A	1	53.8	16.2	45	124	-	A	0	54.4	14.5	49	127	-	Q86W11-Q969J2-MDL-4e6s.pdb1-A-1-A-0.pdb
Q86W11	Q9NWS9	1	0	Model	4e6s	1	A	0	53.8	16.2	45	124	-	A	1	53.2	17.6	22	100	-	Q86W11-Q9NWS9-MDL-4e6s.pdb1-A-0-A-1.pdb
Q86W24	Q86W24	1	0	Structure	4n1j	3	D	1	96.8	8.6	6	99	-	B	0	96.8	8.6	7	100	-	Q86W24-Q86W24-EXP-4n1j.pdb3-D-1-B-0.pdb
Q86W47	Q86W47	1	0	Structure	6v22	1	H	0	100.0	94.8	7	205	-	E	0	100.0	94.8	7	205	-	Q86W47-Q86W47-EXP-6v22.pdb1-H-0-E-0.pdb
Q86W50	Q86W50	1	0	Structure	6gfk	4	A	0	91.6	44.7	41	291	-	A	1	91.6	44.7	41	291	-	Q86W50-Q86W50-EXP-6gfk.pdb4-A-0-A-1.pdb
Q86WH2	Q86WH2	1	0	Model	2ymy	1	B	0	63.2	16.0	196	233	-	A	0	63.2	16.0	196	233	-	Q86WH2-Q86WH2-MDL-2ymy.pdb1-B-0-A-0.pdb
Q86WH2	Q9H2L5	1	0	Dom_dom_model	2ymy	-	A	-	61.1	15.1	196	231	Nore1-SARAH	B	-	30.6	11.2	279	314	Nore1-SARAH	Q86WH2-Q9H2L5-MDD-Nore1-SARAH-Nore1-SARAH-2ymy-A-369-405-B-369-405.pdb
Q86WN1	Q9NZM3	1	0	Model	6gbu	1	C	0	66.1	8.4	550	607	-	D	0	76.6	3.8	1054	1117	-	Q86WN1-Q9NZM3-MDL-6gbu.pdb1-C-0-D-0.pdb
Q86WT6	Q86WT6	1	0	Structure	4nqj	1	C	0	99.4	35.4	144	320	-	C	1	99.4	35.4	144	320	-	Q86WT6-Q86WT6-EXP-4nqj.pdb1-C-0-C-1.pdb
Q86WV1	Q86WV1	1	0	Structure	1u5d	6	D	3	97.2	29.8	107	213	-	A	0	97.2	29.8	107	213	-	Q86WV1-Q86WV1-EXP-1u5d.pdb6-D-3-A-0.pdb
Q86WV5	Q9H668	1	0	Structure	4joi	1	D	0	100.0	95.9	2	119	-	A	0	88.1	43.5	24	183	-	Q86WV5-Q9H668-EXP-4joi.pdb1-D-0-A-0.pdb
Q86WV6	Q86WV6	1	0	Structure	6mx3	1	B	0	91.8	48.3	154	336	-	A	0	88.0	48.3	154	336	-	Q86WV6-Q86WV6-EXP-6mx3.pdb1-B-0-A-0.pdb
Q86WV6	Q9UHD2	1	0	Structure	6o8b	1	E	0	90.0	2.6	368	377	-	B	0	99.4	89.6	2	654	-	Q86WV6-Q9UHD2-EXP-6o8b.pdb1-E-0-B-0.pdb
Q86X55	Q86X55	1	0	Structure	6dvr	2	A	2	100.0	55.4	148	484	-	A	3	100.0	55.4	148	484	-	Q86X55-Q86X55-EXP-6dvr.pdb2-A-2-A-3.pdb
Q86X83	Q9UBI1	1	0	Dom_dom_model	6bp6	-	A	-	16.9	35.2	121	190	COMM_domain	B	-	20.8	35.9	122	192	COMM_domain	Q86X83-Q9UBI1-MDD-COMM_domain-COMM_domain-6bp6-A-7-84-B-7-84.pdb
Q86XE3	Q86XE3	1	0	Structure	6agi	1	B	0	87.5	69.4	135	502	-	A	0	83.7	68.3	142	503	-	Q86XE3-Q86XE3-EXP-6agi.pdb1-B-0-A-0.pdb
Q86XE5	Q86XE5	1	0	Structure	3s5o	1	A	0	99.7	90.5	32	327	-	A	1	99.7	90.5	32	327	-	Q86XE5-Q86XE5-EXP-3s5o.pdb1-A-0-A-1.pdb
Q86XF7	Q8TF50	1	0	Model	4m9v	3	C	0	41.5	21.6	89	141	-	F	0	46.3	8.1	497	550	-	Q86XF7-Q8TF50-MDL-4m9v.pdb3-C-0-F-0.pdb
Q86XK2	Q86XK2	1	0	Structure	5vmd	1	C	0	98.6	7.4	833	901	-	A	0	100.0	7.4	834	902	-	Q86XK2-Q86XK2-EXP-5vmd.pdb1-C-0-A-0.pdb
Q86XR8	Q86XR8	1	0	Structure	4l0r	1	B	0	100.0	14.6	355	427	-	A	0	100.0	14.8	355	428	-	Q86XR8-Q86XR8-EXP-4l0r.pdb1-B-0-A-0.pdb
Q86XS8	Q969T4	1	0	Model	5ulh	1	C	0	41.2	12.2	258	308	-	A	0	63.3	71.0	60	206	-	Q86XS8-Q969T4-MDL-5ulh.pdb1-C-0-A-0.pdb
Q86XS8	Q9Y2X8	1	0	Model	5ulh	1	C	0	41.2	12.2	258	308	-	A	0	90.5	100.0	1	147	-	Q86XS8-Q9Y2X8-MDL-5ulh.pdb1-C-0-A-0.pdb
Q86XT4	Q86XT4	1	0	Model	4n7i	2	A	0	36.5	34.7	286	454	-	A	1	36.5	34.7	286	454	-	Q86XT4-Q86XT4-MDL-4n7i.pdb2-A-0-A-1.pdb
Q86XT4	Q969T4	1	0	Dom_dom_model	5fer	-	D	-	42.5	8.0	16	54	zf-RING_UBOX	E	-	60.4	66.2	65	201	UQ_con	Q86XT4-Q969T4-MDD-zf-RING_UBOX-UQ_con-5fer-D-13-51-E-5-142.pdb
Q86XT4	Q96LR5	1	0	Dom_dom_model	5fer	-	D	-	42.5	8.0	16	54	zf-RING_UBOX	E	-	60.4	68.2	59	195	UQ_con	Q86XT4-Q96LR5-MDD-zf-RING_UBOX-UQ_con-5fer-D-13-51-E-5-142.pdb
Q86XT4	Q9HAC8	1	0	Model	6s53	1	A	0	37.9	13.6	14	79	-	F	0	34.3	29.5	153	219	-	Q86XT4-Q9HAC8-MDL-6s53.pdb1-A-0-F-0.pdb
Q86XT4	Q9Y2X8	1	0	Dom_dom_model	5fer	-	D	-	42.5	8.0	16	54	zf-RING_UBOX	E	-	88.5	93.2	5	141	UQ_con	Q86XT4-Q9Y2X8-MDD-zf-RING_UBOX-UQ_con-5fer-D-13-51-E-5-142.pdb
Q86Y07	Q8IVT5	1	0	Dom_dom_model	6j5t	-	N	-	9.6	36.0	52	263	Pkinase	M	-	18.5	22.4	653	874	Pkinase_Tyr	Q86Y07-Q8IVT5-MDD-Pkinase-Pkinase_Tyr-6j5t-N-72-341-M-135-366.pdb
Q86Y13	Q969T4	1	0	Model	5ulh	1	C	0	40.0	4.1	1143	1191	-	A	0	63.3	71.0	60	206	-	Q86Y13-Q969T4-MDL-5ulh.pdb1-C-0-A-0.pdb
Q86Y13	Q96LR5	1	0	Model	5ulh	1	C	0	40.0	4.1	1143	1191	-	A	0	62.6	73.1	54	200	-	Q86Y13-Q96LR5-MDL-5ulh.pdb1-C-0-A-0.pdb
Q86Y13	Q9Y2X8	1	0	Model	5ulh	1	C	0	40.0	4.1	1143	1191	-	A	0	90.5	100.0	1	147	-	Q86Y13-Q9Y2X8-MDL-5ulh.pdb1-C-0-A-0.pdb
Q86Y82	Q9Y2K9	1	0	Model	1urq	1	B	0	41.0	22.1	184	244	-	A	0	75.4	4.8	1122	1178	-	Q86Y82-Q9Y2K9-MDL-1urq.pdb1-B-0-A-0.pdb
Q86YC2	Q86YC2	1	0	Model	6e4h	1	B	0	74.1	4.6	1	54	-	A	0	74.1	4.6	1	54	-	Q86YC2-Q86YC2-MDL-6e4h.pdb1-B-0-A-0.pdb
Q86YI8	Q86YI8	1	0	Structure	3o70	2	A	0	100.0	16.7	232	281	-	A	1	100.0	16.7	232	281	-	Q86YI8-Q86YI8-EXP-3o70.pdb2-A-0-A-1.pdb
Q86YL7	Q9P126	1	0	Structure	3wsr	2	D	0	100.0	6.2	45	54	-	B	0	100.0	52.4	101	220	-	Q86YL7-Q9P126-EXP-3wsr.pdb2-D-0-B-0.pdb
Q86YM7	Q9NSC5	1	0	Model	1ddv	2	A	0	100.0	29.4	6	109	-	A	1	84.6	28.8	9	112	-	Q86YM7-Q9NSC5-MDL-1ddv.pdb2-A-0-A-1.pdb
Q86YP4	Q8WWY6	1	0	Dom_dom_model	2l2l	-	A	-	100.0	6.6	137	178	P66_CC	B	-	60.7	14.4	145	172	MBD_C	Q86YP4-Q8WWY6-MDD-P66_CC-MBD_C-2l2l-A-136-178-B-210-238.pdb
Q86YP4	Q9UBB5	1	0	Structure	2l2l	1	A	0	100.0	6.6	137	178	-	B	0	100.0	8.3	360	393	-	Q86YP4-Q9UBB5-EXP-2l2l.pdb1-A-0-B-0.pdb
Q86YR5	Q86YR5	1	0	Model	6hc2	1	E	0	74.4	53.2	23	381	-	C	0	74.4	53.2	23	381	-	Q86YR5-Q86YR5-MDL-6hc2.pdb1-E-0-C-0.pdb
Q86YS3	Q86YS3	1	0	Model	2hv8	1	D	0	67.3	8.2	585	636	-	D	1	67.3	8.2	585	636	-	Q86YS3-Q86YS3-MDL-2hv8.pdb1-D-0-D-1.pdb
Q86YS3	Q9BXF6	1	0	Dom_dom_model	2hv8	-	E	-	70.7	6.4	596	636	RBD-FIP	F	-	33.3	6.3	601	648	RBD-FIP	Q86YS3-Q9BXF6-MDD-RBD-FIP-RBD-FIP-2hv8-E-716-756-F-716-756.pdb
Q86YT6	Q86YT6	1	0	Structure	4xi6	3	A	0	91.9	39.2	7	400	-	A	1	91.9	39.2	7	400	-	Q86YT6-Q86YT6-EXP-4xi6.pdb3-A-0-A-1.pdb
Q86YT6	Q9UHD2	1	0	Dom_dom_model	4oav	-	B	-	31.0	6.0	521	589	Ank_2	D	-	18.7	17.4	32	167	Pkinase	Q86YT6-Q9UHD2-MDD-Ank_2-Pkinase-4oav-B-206-303-D-370-522.pdb
Q86YT6	Q9Y2X8	1	0	Model	4auq	1	E	0	40.4	5.1	953	1003	-	D	0	91.1	99.3	2	147	-	Q86YT6-Q9Y2X8-MDL-4auq.pdb1-E-0-D-0.pdb
Q86YV5	Q86YV5	1	0	Structure	5ve6	1	A	0	75.3	32.9	944	1405	-	A	1	75.3	32.9	944	1405	-	Q86YV5-Q86YV5-EXP-5ve6.pdb1-A-0-A-1.pdb
Q86Z14	Q9NSA1	1	0	Structure	5vaq	1	A	0	93.7	87.8	53	969	-	C	0	91.7	11.5	186	209	-	Q86Z14-Q9NSA1-EXP-5vaq.pdb1-A-0-C-0.pdb
Q8IU54	Q8IU57	1	0	Structure	3og6	1	A	0	96.0	74.5	41	189	-	B	0	100.0	38.5	24	223	-	Q8IU54-Q8IU57-EXP-3og6.pdb1-A-0-B-0.pdb
Q8IU57	Q8IZI9	1	0	Structure	5t5w	1	B	0	95.9	37.7	26	221	-	C	0	91.8	81.1	37	195	-	Q8IU57-Q8IZI9-EXP-5t5w.pdb1-B-0-C-0.pdb
Q8IU60	Q9NPJ4	1	0	Dom_dom_model	5j3t	-	B	-	46.3	19.5	12	93	DCP2	C	-	45.0	13.7	93	111	PNRC	Q8IU60-Q9NPJ4-MDD-DCP2-PNRC-5j3t-B-10-92-C-158-177.pdb
Q8IU85	Q8IU85	1	0	Structure	2jc6	1	C	0	91.4	78.7	11	313	-	A	0	91.7	78.7	11	313	-	Q8IU85-Q8IU85-EXP-2jc6.pdb1-C-0-A-0.pdb
Q8IU99	Q8IU99	1	0	Model	6vam	1	D	0	75.9	65.9	23	250	-	E	0	75.9	65.9	23	250	-	Q8IU99-Q8IU99-MDL-6vam.pdb1-D-0-E-0.pdb
Q8IUC4	Q8IUC4	1	0	Structure	2vsv	1	B	0	100.0	11.8	514	594	-	A	0	100.0	11.8	514	594	-	Q8IUC4-Q8IUC4-EXP-2vsv.pdb1-B-0-A-0.pdb
Q8IUC6	Q8IUC6	1	0	Dom_dom_model	5v7z	-	B	-	27.8	2.4	680	696	RHIM	D	-	27.8	2.4	680	696	RHIM	Q8IUC6-Q8IUC6-MDD-RHIM-RHIM-5v7z-B-532-549-D-532-549.pdb
Q8IUD6	Q8IUD6	1	0	Model	5fer	1	D	0	40.0	17.4	14	88	-	A	0	40.0	17.4	14	88	-	Q8IUD6-Q8IUD6-MDL-5fer.pdb1-D-0-A-0.pdb
Q8IUE6	Q93079	1	0	Model	1kx5	1	G	0	96.6	90.0	2	118	-	H	0	92.6	96.8	5	126	-	Q8IUE6-Q93079-MDL-1kx5.pdb1-G-0-H-0.pdb
Q8IUF8	Q8IUF8	1	0	Structure	4bxf	1	B	0	96.8	93.5	31	465	-	A	0	97.2	93.8	30	465	-	Q8IUF8-Q8IUF8-EXP-4bxf.pdb1-B-0-A-0.pdb
Q8IUH3	Q8IUH3	1	0	Dom_dom_model	2ek6	-	C	-	12.7	12.0	35	92	RRM_1	D	-	12.7	12.0	35	92	RRM_1	Q8IUH3-Q8IUH3-MDD-RRM_1-RRM_1-2ek6-C-16-86-D-16-86.pdb
Q8IUH5	Q8IUH5	1	0	Structure	3eu9	1	B	0	100.0	35.9	53	279	-	A	0	100.0	36.6	51	281	-	Q8IUH5-Q8IUH5-EXP-3eu9.pdb1-B-0-A-0.pdb
Q8IUH5	Q8TAK5	1	0	Model	4qfv	1	B	0	35.3	34.8	61	280	-	A	0	30.4	35.7	4	163	-	Q8IUH5-Q8TAK5-MDL-4qfv.pdb1-B-0-A-0.pdb
Q8IUH5	Q96DA2	1	0	Dom_dom_model	5o2t	-	B	-	32.7	13.1	161	255	Ank_2	A	-	38.3	75.1	10	171	Ras	Q8IUH5-Q96DA2-MDD-Ank_2-Ras-5o2t-B-28-120-A-5-164.pdb
Q8IUH5	Q9ULJ7	1	0	Model	3eu9	1	A	0	100.0	36.6	51	281	-	C	1	35.4	13.2	529	717	-	Q8IUH5-Q9ULJ7-MDL-3eu9.pdb1-A-0-C-1.pdb
Q8IUQ4	Q8IUQ4	1	0	Structure	4ca1	1	B	0	99.0	68.1	91	282	-	A	0	98.4	68.1	91	282	-	Q8IUQ4-Q8IUQ4-EXP-4ca1.pdb1-B-0-A-0.pdb
Q8IUQ4	Q9HB71	1	0	Structure	2a25	1	A	1	92.4	56.0	125	282	-	B	1	100.0	3.9	59	67	-	Q8IUQ4-Q9HB71-EXP-2a25.pdb1-A-1-B-1.pdb
Q8IUR7	Q9Y446	1	0	Dom_dom_model	5mff	-	B	-	28.6	5.8	51	91	Arm	A	-	22.5	4.3	355	388	Arm	Q8IUR7-Q9Y446-MDD-Arm-Arm-5mff-B-42-82-A-126-166.pdb
Q8IUX4	Q8IUX4	1	0	Structure	5w2m	1	K	0	100.0	49.3	190	373	-	D	0	100.0	49.3	190	373	-	Q8IUX4-Q8IUX4-EXP-5w2m.pdb1-K-0-D-0.pdb
Q8IUX4	Q9HC16	1	0	Model	6p3x	1	A	0	44.7	99.2	4	373	-	B	0	72.7	99.2	4	384	-	Q8IUX4-Q9HC16-MDL-6p3x.pdb1-A-0-B-0.pdb
Q8IUZ5	Q8IUZ5	1	0	Dom_dom_model	3dxv	-	A	-	26.8	84.9	32	432	Aminotran_3	B	-	26.8	84.9	32	432	Aminotran_3	Q8IUZ5-Q8IUZ5-MDD-Aminotran_3-Aminotran_3-3dxv-A-14-419-B-14-419.pdb
Q8IV48	Q8IV48	1	0	Structure	1zbh	1	D	0	99.3	82.8	60	348	-	A	0	99.3	82.8	60	348	-	Q8IV48-Q8IV48-EXP-1zbh.pdb1-D-0-A-0.pdb
Q8IVF2	Q8IVF2	1	0	Structure	4cn0	1	B	0	100.0	1.6	111	203	-	A	0	100.0	1.5	109	195	-	Q8IVF2-Q8IVF2-EXP-4cn0.pdb1-B-0-A-0.pdb
Q8IVH4	Q8IVH4	1	0	Structure	2www	1	D	0	91.3	82.3	73	416	-	C	0	87.7	79.7	84	416	-	Q8IVH4-Q8IVH4-EXP-2www.pdb1-D-0-C-0.pdb
Q8IVH8	Q8IVH8	1	0	Structure	5j5t	1	A	0	98.0	33.8	13	314	-	A	1	98.0	33.8	13	314	-	Q8IVH8-Q8IVH8-EXP-5j5t.pdb1-A-0-A-1.pdb
Q8IVH8	Q9Y4K4	1	0	Model	6nfy	1	B	0	67.2	30.0	8	275	-	A	0	65.8	32.2	14	285	-	Q8IVH8-Q9Y4K4-MDL-6nfy.pdb1-B-0-A-0.pdb
Q8IVP5	Q9GZQ8	1	0	Structure	5gmv	1	D	0	100.0	5.2	16	23	-	B	0	100.0	96.0	5	124	-	Q8IVP5-Q9GZQ8-EXP-5gmv.pdb1-D-0-B-0.pdb
Q8IVP5	Q9H0R8	1	0	Model	5gmv	2	C	0	100.0	5.2	16	23	-	A	0	32.5	95.7	5	116	-	Q8IVP5-Q9H0R8-MDL-5gmv.pdb2-C-0-A-0.pdb
Q8IVP5	Q9H492	1	0	Model	5gmv	1	D	0	100.0	5.2	16	23	-	B	0	82.8	95.9	5	120	-	Q8IVP5-Q9H492-MDL-5gmv.pdb1-D-0-B-0.pdb
Q8IVP9	Q8TAU3	1	0	Model	4m9v	3	F	0	48.1	13.4	321	374	-	C	0	46.3	9.4	405	458	-	Q8IVP9-Q8TAU3-MDL-4m9v.pdb3-F-0-C-0.pdb
Q8IVP9	Q96SQ5	1	0	Model	4m9v	3	F	0	48.1	13.4	321	374	-	C	0	46.3	9.4	405	458	-	Q8IVP9-Q96SQ5-MDL-4m9v.pdb3-F-0-C-0.pdb
Q8IVT5	Q8IVT5	1	0	Structure	5vyk	1	C	0	97.2	15.6	33	176	-	A	0	97.2	15.6	33	176	-	Q8IVT5-Q8IVT5-EXP-5vyk.pdb1-C-0-A-0.pdb
Q8IVU3	Q8IVU3	1	0	Structure	5w87	1	B	0	88.5	10.2	906	1009	-	A	0	91.5	10.4	905	1010	-	Q8IVU3-Q8IVU3-EXP-5w87.pdb1-B-0-A-0.pdb
Q8IVW4	Q8IVW4	1	0	Structure	3zdu	1	A	0	95.5	52.2	1	309	-	A	1	95.5	52.2	1	309	-	Q8IVW4-Q8IVW4-EXP-3zdu.pdb1-A-0-A-1.pdb
Q8IVW4	Q96SB4	1	0	Dom_dom_model	6i2y	-	A	-	23.8	42.6	5	286	Pkinase	B	-	10.6	38.6	81	653	Pkinase	Q8IVW4-Q96SB4-MDD-Pkinase-Pkinase-6i2y-A-36-294-B-36-294.pdb
Q8IW41	Q96SB4	1	0	Dom_dom_model	5wvd	-	A	-	30.3	52.2	25	304	Pkinase	B	-	9.2	28.4	83	548	Pkinase	Q8IW41-Q96SB4-MDD-Pkinase-Pkinase-5wvd-A-50-333-B-50-258.pdb
Q8IWA4	Q8IWA4	1	0	Structure	5gom	1	B	0	95.9	52.1	5	390	-	A	0	96.4	52.4	3	390	-	Q8IWA4-Q8IWA4-EXP-5gom.pdb1-B-0-A-0.pdb
Q8IWE4	Q969M7	1	0	Structure	4gba	2	B	0	100.0	67.8	89	294	-	G	0	100.0	4.3	2	9	-	Q8IWE4-Q969M7-EXP-4gba.pdb2-B-0-G-0.pdb
Q8IWJ2	Q8IWJ2	1	0	Structure	3bbp	3	D	0	100.0	2.3	1570	1607	-	E	0	100.0	2.2	1571	1607	-	Q8IWJ2-Q8IWJ2-EXP-3bbp.pdb3-D-0-E-0.pdb
Q8IWT1	Q8IWT1	1	0	Structure	5xaw	1	B	0	89.4	53.9	30	152	-	A	0	91.1	53.9	30	152	-	Q8IWT1-Q8IWT1-EXP-5xaw.pdb1-B-0-A-0.pdb
Q8IWT6	Q8IWT6	1	0	Structure	5zsu	1	B	0	89.0	97.4	18	806	-	A	0	89.6	97.4	18	806	-	Q8IWT6-Q8IWT6-EXP-5zsu.pdb1-B-0-A-0.pdb
Q8IWT6	Q8TDW0	1	0	Model	6djb	1	F	0	92.0	97.3	15	802	-	E	0	55.5	97.9	15	800	-	Q8IWT6-Q8TDW0-MDL-6djb.pdb1-F-0-E-0.pdb
Q8IWV2	Q99728	1	0	Dom_dom_model	5oyj	-	D	-	29.9	7.1	416	489	I-set	A	-	38.5	10.4	432	522	Ank_2	Q8IWV2-Q99728-MDD-I-set-Ank_2-5oyj-D-332-417-A-18-110.pdb
Q8IWY8	Q9NWS9	1	0	Model	4e6s	1	A	0	50.0	9.2	15	92	-	A	1	53.2	17.6	22	100	-	Q8IWY8-Q9NWS9-MDL-4e6s.pdb1-A-0-A-1.pdb
Q8IWZ5	Q8IWZ5	1	0	Dom_dom_model	2q7n	-	A	-	12.6	9.3	616	685	fn3	C	-	12.6	9.3	616	685	fn3	Q8IWZ5-Q8IWZ5-MDD-fn3-fn3-2q7n-A-386-475-C-386-475.pdb
Q8IWZ6	Q8NFJ9	1	0	Model	6vbu	1	7	0	92.3	99.9	2	715	-	1	0	75.4	96.1	21	590	-	Q8IWZ6-Q8NFJ9-MDL-6vbu.pdb1-7-0-1-0.pdb
Q8IWZ6	Q9BXC9	1	0	Model	6vbu	1	7	0	92.3	99.9	2	715	-	2	0	85.1	99.3	2	717	-	Q8IWZ6-Q9BXC9-MDL-6vbu.pdb1-7-0-2-0.pdb
Q8IX03	Q8IX03	1	0	Structure	2z0u	3	B	0	99.2	11.5	658	785	-	A	0	99.2	11.5	658	785	-	Q8IX03-Q8IX03-EXP-2z0u.pdb3-B-0-A-0.pdb
Q8IX04	Q8IX04	1	0	Structure	3dl2	1	B	0	96.6	62.2	179	471	-	A	0	97.6	61.8	181	471	-	Q8IX04-Q8IX04-EXP-3dl2.pdb1-B-0-A-0.pdb
Q8IX90	Q8IX90	1	0	Structure	4aj5	1	U	0	99.0	24.3	1	100	-	1	0	99.0	24.0	2	100	-	Q8IX90-Q8IX90-EXP-4aj5.pdb1-U-0-1-0.pdb
Q8IX90	Q8WVK7	1	0	Structure	4aj5	1	U	0	99.0	24.3	1	100	-	T	0	94.0	95.9	1	116	-	Q8IX90-Q8WVK7-EXP-4aj5.pdb1-U-0-T-0.pdb
Q8IX90	Q96BD8	1	0	Structure	4aj5	1	U	0	99.0	24.3	1	100	-	E	0	100.0	33.7	3	88	-	Q8IX90-Q96BD8-EXP-4aj5.pdb1-U-0-E-0.pdb
Q8IXH7	Q8IXH7	1	0	Structure	5l3x	1	B	0	95.8	68.6	186	590	-	B	2	95.8	68.6	186	590	-	Q8IXH7-Q8IXH7-EXP-5l3x.pdb1-B-0-B-2.pdb
Q8IXH7	Q8WX92	1	0	Structure	6gml	1	W	0	99.6	84.6	92	590	-	V	0	87.8	87.4	42	548	-	Q8IXH7-Q8WX92-EXP-6gml.pdb1-W-0-V-0.pdb
Q8IXH7	Q9H3P2	1	0	Structure	5l3x	1	B	2	95.8	68.6	186	590	-	A	2	100.0	33.5	6	182	-	Q8IXH7-Q9H3P2-EXP-5l3x.pdb1-B-2-A-2.pdb
Q8IXI2	Q8IXI2	1	0	Structure	6d71	1	B	0	100.0	27.3	4	172	-	A	0	100.0	27.8	4	175	-	Q8IXI2-Q8IXI2-EXP-6d71.pdb1-B-0-A-0.pdb
Q8IXJ6	Q8IXJ6	1	0	Structure	5d7o	1	B	0	100.0	77.4	55	355	-	A	0	100.0	76.9	57	355	-	Q8IXJ6-Q8IXJ6-EXP-5d7o.pdb1-B-0-A-0.pdb
Q8IXJ9	Q92560	1	0	Model	6hgc	1	C	0	55.2	6.2	250	345	-	A	0	51.7	40.7	4	300	-	Q8IXJ9-Q92560-MDL-6hgc.pdb1-C-0-A-0.pdb
Q8IXK0	Q8IXK0	1	0	Model	4pzo	1	F	0	78.6	8.2	789	858	-	E	0	78.6	8.2	789	858	-	Q8IXK0-Q8IXK0-MDL-4pzo.pdb1-F-0-E-0.pdb
Q8IXK0	Q96GD3	1	0	Model	4pzo	1	F	0	78.6	8.2	789	858	-	E	0	49.3	10.5	589	657	-	Q8IXK0-Q96GD3-MDL-4pzo.pdb1-F-0-E-0.pdb
Q8IXK0	Q96JM7	1	0	Model	4pzo	1	B	0	78.6	8.2	789	858	-	A	0	44.6	8.3	706	770	-	Q8IXK0-Q96JM7-MDL-4pzo.pdb1-B-0-A-0.pdb
Q8IXK0	Q9UHJ3	1	0	Model	4pzn	1	A	0	78.6	8.2	789	858	-	C	0	47.1	7.7	791	857	-	Q8IXK0-Q9UHJ3-MDL-4pzn.pdb1-A-0-C-0.pdb
Q8IXL6	Q96MK3	1	0	Structure	5yh3	1	C	0	92.3	71.4	159	575	-	A	0	99.8	81.0	89	526	-	Q8IXL6-Q96MK3-EXP-5yh3.pdb1-C-0-A-0.pdb
Q8IXL7	Q8IXL7	1	0	Structure	6qa0	1	B	0	99.3	72.4	31	169	-	A	0	99.3	72.4	31	169	-	Q8IXL7-Q8IXL7-EXP-6qa0.pdb1-B-0-A-0.pdb
Q8IXM3	Q96A35	1	0	Structure	5oom	1	9	0	95.1	89.8	15	137	-	V	0	95.0	93.5	15	216	-	Q8IXM3-Q96A35-EXP-5oom.pdb1-9-0-V-0.pdb
Q8IXM3	Q9BQ48	1	0	Structure	5oom	1	9	0	95.1	89.8	15	137	-	2	0	100.0	46.7	50	92	-	Q8IXM3-Q9BQ48-EXP-5oom.pdb1-9-0-2-0.pdb
Q8IXM3	Q9HD33	1	0	Structure	5oom	1	9	0	95.1	89.8	15	137	-	Y	0	100.0	70.4	63	238	-	Q8IXM3-Q9HD33-EXP-5oom.pdb1-9-0-Y-0.pdb
Q8IXQ5	Q8IXQ5	1	0	Model	3htm	2	D	0	32.0	25.6	23	172	-	C	0	32.0	25.6	23	172	-	Q8IXQ5-Q8IXQ5-MDL-3htm.pdb2-D-0-C-0.pdb
Q8IXZ3	Q8TB69	1	0	Model	1p47	1	B	0	43.4	16.9	356	438	-	A	0	48.8	15.2	345	426	-	Q8IXZ3-Q8TB69-MDL-1p47.pdb1-B-0-A-0.pdb
